NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
St. Rose of Lima School,,212-927-1619,517 West 164 Street,10032,Manhattan,1000946,244493,EarlyChildhood.Education@ArchNY.org,WWW.STROSEOFLIMANYC.ORG
YM & YWHA of Washington Heights and Inwood,,646-738-6090,54 Nagle Avenue,10040,Manhattan,1003763,252645,sherman@ywashhts.org,www.ywashhts.org
"Rena Child Care Centers, Inc.",,212-795-3700,639 Edgecombe Avenue,10032,Manhattan,1001756,244508,renafdc2@aol.com,rena-childcare.org
Friends of Crown Heights DCC #28,,212-567-5655,3732 10 Avenue,10034,Manhattan,1005683,252665,foch28@fochdaycare.org,https://fochdaycare.org
LSSMNY: Early LIFE Childrens Center 14,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,646-449-0814,510-16 West 145 Street,10031,Manhattan,998451,240013,toutlaw-johnson@lssny.org,https://early-life.org
Children's Aid Society,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-544-0221,93 Nagle Avenue,10040,Manhattan,1004166,252638,esthero@childrensaidsociety.org,https://childrensaidsociety.org
Saint Elizabeth Pre Kindergarten,,212-668-7291,612 West 187 Street,10033,Manhattan,1003129,250109,mbarbella@steliznyc.org,https://saintelizabethschool.org/
Fort George Head Start Center # 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-927-2210,1525 Saint Nicholas Avenue,10033,Manhattan,1003176,249962,agrossbard@ftgeocenterhs.org,https://fortgeorgecenter.org
Northern Manhattan Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-926-8264,529 West 155 Street,10032,Manhattan,999621,242578,niurka.rodriguez@nmppcares.org,https://nmppcares.org
UFBCO,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-281-1959,474 West 159 Street,10032,Manhattan,1000897,242906,vellemckeever@gmail.com,
Washington Heights DCC,,212-781-6910,610-614 West 175 Street,10033,Manhattan,1001577,247337,whcccnh@gmail.com,NA
Nicholas Cardell Day Care Center,,212-942-6757,84 Vermilyea Avenue,10034,Manhattan,1005493,254805,acollado@nc-dcc.org,
Dominican Women's Development Center,,212-421-3966,2346 Amsterdam Avenue,10033,Manhattan,1002718,247257,nycha177@aol.com,https://dwdc.org
Children's Aid Society's P.S. 5 Early Childhood Program,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-567-5787,3703 10 Avenue,10034,Manhattan,1005720,252159,tamarar@childrensaidsociety.org,https://childrensaidsociety.org
Children's Aid Society at P.S. 8,,212-234-1036,465 West 167 Street,10032,Manhattan,1001825,245069,yolle.moreau@gmail.com,https://www.childrensaidsociety.org
Manhattan Early Childhood Center,,212-740-5157,554 Fort Washington Avenue,10033,Manhattan,1001726,250330,marjory.antoine@birchfamilyservices.org,https://birchfamilyservices.org
Fort George Child Center 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,212-927-2210,601 West 186 Street,10033,Manhattan,1003145,249930,eguzman@ftgeocenterhs.org,
Sugar Hill Museum Preschool,"<b>Note:</b>  Prioritize 50% of seats to students eligible for free/reduced lunch, who have a home language other than English and/or students in supportive housing. ",212-862-7155,400 West 155 Street,10032,Manhattan,1000579,241793,cmelville@broadwayhousing.org,https://bhc.org
P.S. 001 Courtlandt School,<i> 3-K: Northern Priority Area</i>,718-292-9191,335 East 152 Street,10451,Bronx,1006649,237683,jperdom@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x001
P.S. 5 Port Morris,,718-292-2683,564 JACKSON AVENUE,10455,Bronx,1009538,235709,dkeane2@schools.nyc.gov,
P.S. 018 John Peter Zenger,,718-292-2868,502 MORRIS AVENUE,10451,Bronx,1005598,236750,lsewell3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x018
P.S. 025 Bilingual School,<i> 3-K: Northern Priority Area</i>,718-292-2995,811 East 149 Street,10455,Bronx,1010315,235403,Ctoledo@schools.nyc.gov,
P.S./M.S. 029 Melrose School,<i> 3-K: Northern Priority Area</i>,718-292-3785,758 COURTLANDT AVENUE,10451,Bronx,1007217,238546,MGotlin@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x029
P.S. 030 Wilton,,718-292-8817,510 East 141 Street,10454,Bronx,1007030,234117,DMichau@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x030
P.S./M.S. 031 The William Lloyd Garrison,,718-292-4397,250 East 156 Street,10451,Bronx,1005923,239014,WHewlet@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x031
P.S. 043 Jonas Bronck,<i> 3-K: Southern Priority Area</i>,718-292-4502,165 BROWN PLACE,10454,Bronx,1006012,233079,GDelucc@schools.nyc.gov,
P.S. 049 Willis Avenue,<i> 3-K: Southern Priority Area</i>,718-292-4623,383 East 139 Street,10454,Bronx,1005573,234479,fhernandez2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x049
P.S. 065 Mother Hale Academy,,718-292-4628,677 East 141 Street,10454,Bronx,1008419,233518,JGonzalez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x065
P.S. 154 Jonathan D. Hyatt,,718-292-4742,333 East 135 Street,10454,Bronx,1004724,233748,jguadalupe3@schools.nyc.gov,
P.S. 157 Grove Hill,,718-292-5255,757 CAULDWELL AVENUE,10456,Bronx,1009479,237756,rduran@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x157
P.S. 161 Juan Ponce De Leon School,<i> 3-K: Northern Priority Area</i>,718-292-5478,628 TINTON AVENUE,10455,Bronx,1010460,236117,esoto2@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x161
P.S. 179,,718-292-2237,468 East 140 Street,10454,Bronx,1006356,234188,swillia4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x179
P.S. 277,<i> 3-K: Southern Priority Area</i>,718-292-3594,519 SAINT ANNS AVENUE,10455,Bronx,1008130,235625,RHoyte@schools.nyc.gov,https://ps277x.com
Concourse Village Elementary School,,718-402-7503,750 CONCOURSE VILLAGE WEST,10451,Bronx,1005524,239082,Asorden@schools.nyc.gov,https://cves.connectwithkids.com/
Young Leaders Elementary School,<i> 3-K: Southern Priority Area</i>,718-292-7391,468 East 140 Street,10454,Bronx,1006464,234126,JCooke@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x369
St. Luke School,,718-585-0380,608 East 139 Street,10454,Bronx,1007753,233114,St.lukeschool@yahoo.com,St.lukeschool @yahoo.com
St. Peter and Paul Parochial Elementary School,,718-665-2056,838 Brook Avenue,10451,Bronx,1008917,238772,lflores@saintangelamericischool.org,
East Side House,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-292-5335,201 Saint Anns Avenue,10454,Bronx,1006786,232909,dheyward@eastsidehouse.org,https://eastsidehouse.org
Betances Early Childhood Center (NYCHA),"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-665-1100,528 East 146 Street,10455,Bronx,1007717,235292,QBROWN@SHELTERINGARMSNY.ORG,www.shelteringarmsny.org
Episcopal Social Services Head Start (Paul's House),"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-401-5133,500 Bergen Avenue,10455,Bronx,1006992,236189,adames@shelteringarmsny.org,www.shelteringarmsny.org
Iola Jordan Day Care,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-402-4166,421 East 161 Street,10451,Bronx,1008327,239560,vjw1332fultondcc@outlook.com,
East Side House,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-292-5335,375 East 143 Street,10454,Bronx,1006041,235409,dheyward@eastsidehouse.org,https://eastsidehouse.org
Children's Pride,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-292-5335,414 Morris Avenue,10451,Bronx,1005446,236393,dheyward@eastsidehouse.org,https://eastsidehouse.org
East Side House,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-292-5335,200 Alexander Avenue,10454,Bronx,1004851,234005,dheyward@eastsidehouse.org,https://eastsidehouse.org
Salvation Army - Bronx Citadel,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",212-352-5575,425 East 159 Street,10451,Bronx,1008222,239041,novie.walker@use.salvationarmy.org,
Anna Lefkowitz DCC,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",718-665-9410,690 Westchester Avenue,10455,Bronx,1009830,236794,judy.velez.phm@gmail.com,https://www.philiphmichaels.org
Highbridge Advisory Council Marshall England ELC,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. ",718-992-1321,800 Concourse Village East,10451,Bronx,1006652,239509,WCarter@hacfs.com,https://HACFS.org
"H.C.C. CHILDREN'S CENTER, INC.",,718-518-4176,475 Grand Concourse,10451,Bronx,1004188,237336,childrenscenter@hostos.cuny.edu,www.hostos.cuny.edu/childrenscenter
Saint Anselm School,,718-993-9464,685 Tinton Avenue,10455,Bronx,1010413,236667,b223@adnyeducation.org,https://http://stanselmbx.org
A House on Beekman Preschool,,917-801-3884,390 JACKSON AVENUE,10454,Bronx,1009045,233984,sloan@ahouseonbeekman.org,https://www.ahouseonbeekman.org
Sunshine LC of Morris Ave LLC,,718-989-9807,253 EAST 142 STREET,10451,Bronx,1004970,236145,jeff@sunshinenewyork.com,https://www.sunshinenewyork.com
HARRIET TUBMAN SHELTERING ARM,"<b>Note:</b> This program may have income or other eligibility requirements. <br/> Some 3-K programs are part of the EarlyLearn system and have income or other eligibility requirements. If you do not meet a program&rsquo;s requirements, complete a Get-in-Touch form for assistance in finding the right program for your family. <br/> This program includes Head Start seats. Contact site for more information.",917-410-3851,565 Morris Avenue,10451,Bronx,1005363,237341,kbrown@sheteringarmsny.org,
Learning Through Play Pre-K Center at 105 Willis Avenue,,718-401-0510,105 Willis Avenue,10454,Bronx,1004715,232921,crahyne2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District7PKC
Learning Through Play Pre-K Center at 535 Union Avenue,,718-292-4120,535 Union Avenue,10455,Bronx,1010311,235124,crahyne2@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District7PKC
P.S. 036 Unionport,,718-822-5345,1070 CASTLE HILL AVENUE,10472,Bronx,1025718,241505,emaresca@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x036
P.S. 048 Joseph R. Drake,,718-589-4312,1290 SPOFFORD AVENUE,10474,Bronx,1015563,235913,Ddavilar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x048
P.S. 062 Inocensio Casanova,,718-585-1617,660 FOX STREET,10455,Bronx,1011862,235824,ychavez3@schools.nyc.gov,
P.S. 069 Journey Prep School,,718-378-4736,560 THIERIOT AVENUE,10473,Bronx,1022824,236911,sdurant@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x069
P.S. 072 Dr. William Dorney,,718-822-5311,2951 DEWEY AVENUE,10465,Bronx,1034609,239156,vbrugman@schools.nyc.gov,ps72.org
P.S. 75 School of Research and Discovery,,718-860-1630,984 FAILE STREET,10459,Bronx,1014930,238891,ypena5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x075
P.S. 093 Albert G. Oliver,,718-430-1700,1535 STORY AVENUE,10473,Bronx,1018192,238772,JKaplan15@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x093
P.S. 100 Isaac Clason,,718-842-1461,800 TAYLOR AVENUE,10473,Bronx,1022227,238734,caltman3@schools.nyc.gov,
P.S. 107,,718-860-8760,1695 SEWARD AVENUE,10473,Bronx,1020624,237574,khamm2@schools.nyc.gov,www.ps107x.org
The Dr. Emmett W. Bassett School,,718-822-5198,1075 PUGSLEY AVENUE,10472,Bronx,1023835,241166,mmontan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x119
P.S. 130 Abram Stevens Hewitt,,718-665-0962,750 PROSPECT AVENUE,10455,Bronx,1011364,237190,LVelazq@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x130
P.S. 138 Samuel Randall,,718-822-5325,2060 LAFAYETTE AVENUE,10473,Bronx,1024925,238936,jdicker2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x138
P.S. X140 The Eagle School,,718-585-1205,916 EAGLE AVENUE,10456,Bronx,1009799,239257,PCannon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x140
P.S. 146 Edward Collins,,718-378-9664,968 CAULDWELL AVENUE,10456,Bronx,1010312,239854,rlauren@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x146
P.S. 182,,718-828-6607,601 STICKBALL BOULEVARD,10473,Bronx,1023906,237445,08X182@schools.nyc.gov,
P.S. 304 Early Childhood School,,718-822-5307,2750 LAFAYETTE AVENUE,10465,Bronx,1031482,240663,mmutze@schools.nyc.gov,https://www.ps304x.com
The Longwood Academy of Discovery,,718-860-3313,888 Rev James A Polite Avenue,10459,Bronx,1012291,238054,rgerman3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x333
Bronx Delta School,,718-319-7147,650 Hollywood Avenue,10465,Bronx,1034611,240528,MRogalle@schools.nyc.gov,https://bronxdelta.org
P.S. 583,,929-348-4960,1028 White Plains Road,10472,Bronx,1023100,240588,glopez6@schools.nyc.gov,
The Greek American Institute of New York Inc,,718-823-2393,3573 Bruckner Boulevard,10461,Bronx,1031819,248959,cynthia.dafnis@gai-edu.org,greekamericaninstitute.org
Holy Cross School,,718-842-4492,1846 Randall Avenue,10473,Bronx,1022814,236982,upkadmit@holycrossbx.org,
Holy Family School,,718-863-7280,2169 Blackrock Avenue,10472,Bronx,1025519,241386,b203@adnyeducation.org,Hfsny.org
Our Lady of the Assumption School,,718-829-1706,1617 PARKVIEW AVENUE,10461,Bronx,1032045,247331,jbarnaba@olassumptionbronx.org,olassumptionbronx.org
St. Francis de Chantal School,,718-892-5359,2962 Harding Avenue,10465,Bronx,1036143,236729,patricia.brito@archny.org,sfdchantalschool.org
Saint Theresa,,718-792-3688,2872 Saint Theresa Avenue,10461,Bronx,1030340,248745,b262@adnyeducation.org,https://sttheresaschoolbronx.org
"Villa Maria Academy, Inc.",,718-824-3260,3335 Country Club Road,10465,Bronx,1035029,245985,teresa.barton@archny.org,https://vma-ny.org
Manida (Center #1),<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-542-7590,711 Manida Street,10474,Bronx,1015054,236102,jglaze@lapen.com,
LSSMNY: Early LIFE Children's Center 6,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-943-0580,2125 Watson Avenue,10472,Bronx,1024951,241571,mgarcia@lssny.org,https://lssny.org
East Bronx Day Care Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-617-2900,1113 Colgate Avenue,10472,Bronx,1017010,240188,eastbronxdaycare@verizon.net,n/a
Throggs Neck Early Learn Center,,718-882-0172,461 Swinton Avenue,10465,Bronx,1033307,238199,familytnelc@gmail.com,
LSSMNY: Early LIFE Children's Center 2,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-450-3556,888 Westchester Avenue,10459,Bronx,1012130,238249,djorge@lssny.org,https://lssny.org
"Providence Rest Child Day Care Center, Inc.",,917-566-1157,3310 Campbell Drive,10465,Bronx,1034871,244741,Srtadcsjb@aol.com,providencerest.org (link)
Watson Avenue ECC,,718-828-9400,1880 Watson Avenue,10472,Bronx,1022610,241011,janice.goldman@birchfamilyservices.org,https://birchfamilyservices.org
Stepping Stone Day School,,718-554-2025,2826 Westchester Avenue,10461,Bronx,1029809,246901,danf@steppingstonedayschool.org,steppingstonedayschool.com
Prospect Early Childhood Center,,718-617-6100,730 Kelly Street,10455,Bronx,1012083,236777,emata@hfhnyc.org,https://hfhnyc.org
NP Ready Set Learn,,718-484-8210,830 Fox Street,10459,Bronx,1013027,237140,Jbarile@readysetlearn.nyc,www.rslcc.com
Blondell Joyner DCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-665-7791,901 Tinton Avenue,10456,Bronx,1010864,238710,vsalters@sebnc.org,www.sebnc.org
Five Star DCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-292-4774,3261 Third Avenue,10456,Bronx,1009508,239708,vsalters@sebnc.org,Sebnc.org
IVY LEAGUE EARLY LEARNING ACADEMY,,718-239-5275,4022 East Tremont Avenue,10465,Bronx,1034629,237946,Bronx@IvyPrep.Org,https://www.ivyprep.org/locations/bronx/
Just 4 Kids Kiddie Kollege,,917-217-1781,781 Castle Hill Avenue,10473,Bronx,1025921,239130,djust4kids@aol.com,none
Gwendolyn Bland DC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-991-1050,749 East 163 Street,10456,Bronx,1010834,239321,MStelley@sebnc.org,www.sebnc.org
Trabajamos Community Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,917-259-7081,940 East 156 Street,10455,Bronx,1011807,236731,pcordero.trabajamos@gmail.com,
Just 4 Kids Monsignor Scanlan,,917-217-1781,955 Hutchinson River Parkway,10465,Bronx,1029305,240511,djust4kids@aol.com,none
"Kiderific Nursery School, Inc.",,718-518-7170,1621 Pilgrim Avenue,10461,Bronx,1030173,246870,kiderific@gmail.com,kiderific.com
Seabury Child Care Center,,718-991-1500,575 Soundview Avenue,10473,Bronx,1022548,236873,mrobinson@leakeandwatts.org,
Ciditty Kiddie PRE-k,,718-924-5758,1700 Seward Avenue,10473,Bronx,1020897,237399,iris7092002@yahoo.com,Cidittykiddie .com
P.S./M.S. 004 Crotona Park West,,718-583-6655,1701 FULTON AVENUE,10457,Bronx,1012480,245915,mvilleg5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x004
P.S. 028 Mount Hope,,718-583-6445,1861 ANTHONY AVENUE,10457,Bronx,1010903,248358,sbeckle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x028
P.S. 042 Claremont,,718-583-7366,1537 WASHINGTON AVENUE,10457,Bronx,1011063,244800,osolis@schools.nyc.gov,
P.S. 053 Basheer Quisim,,718-681-7276,360 East 168 Street,10456,Bronx,1008689,242660,CWolfe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x053
P.S. 055 Benjamin Franklin,,718-681-6227,450 SAINT PAULS PLACE,10456,Bronx,1010528,243936,DSingletary2@schools.nyc.gov,
P.S. 058,,718-583-6866,459 East 176 Street,10457,Bronx,1012243,247576,VGunn@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x058
P.S. 063 Author's Academy,,718-589-3058,1260 FRANKLIN AVENUE,10456,Bronx,1011338,242084,RDiaz15@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x063
P.S. 073 Bronx,,718-681-6776,1020 ANDERSON AVENUE,10452,Bronx,1004578,242650,VBueno@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x073
P.S. 109 Sedgwick,,718-583-8878,1771 POPHAM AVENUE,10453,Bronx,1006730,249524,JClaudi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x109
P.S. 110 Theodore Schoenfeld,,718-861-0759,580 CROTONA PARK SOUTH,10456,Bronx,1011681,243548,cotero@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x110
P.S. 126 Dr Marjorie H Dunbar,,718-681-6120,175 West 166 Street,10452,Bronx,1004071,243876,NKeeFoster@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x126
P.S. 132 Garret A. Morgan,,718-681-6455,1245 WASHINGTON AVENUE,10456,Bronx,1009949,242475,Grodriguez@schools.nyc.gov,Www.schools.nyc.gov/schools/x132
P.S. 163 Arthur A. Schomburg,,718-584-3045,2075 WEBSTER AVENUE,10457,Bronx,1012253,249624,dmartinez20@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x163
P.S. 199X - The Shakespeare School,,718-681-7172,1449 SHAKESPEARE AVENUE,10452,Bronx,1006248,246572,lnavarr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x199
P.S. 204 Morris Heights,,718-960-9520,1780 Dr Martin L King Jr Boulevard,10453,Bronx,1007729,248989,ms.blatter@ps204.org,www.ps204.org
P.S. 236 Langston Hughes,,718-299-6128,1871 Walton Avenue,10453,Bronx,1009214,248586,ATalukd2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x236
The New American Academy at Roberto Clemente State Park,,718-901-9703,275 HARLEM RIVER PARK BRIDGE,10453,Bronx,1006186,250085,PGutierrez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x274
The Family School,,718-538-3266,1116 SHERIDAN AVENUE,10456,Bronx,1006991,242302,mmatos9@schools.nyc.gov,DOE
Grant Avenue Elementary School,,718-681-6288,250 East 164 Street,10456,Bronx,1007083,241086,KErat@schools.nyc.gov,https://grantavenueschool.com
Sheridan Academy for Young Leaders,,718-538-3411,1116 SHERIDAN AVENUE,10456,Bronx,1007073,242362,LFebus@schools.nyc.gov,
Mount Eden Children's Academy,,718-294-8155,1501 JEROME AVENUE,10452,Bronx,1007400,246313,Jradoslovich@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x555
Christ the King School,,718-538-5959,1345 Grand Concourse,10452,Bronx,1007665,244411,ctk_iuso@hotmail.com,https://christthekingbronx.org
St. Angela Merici School,,718-293-3365,266 East 163 Street,10451,Bronx,1006885,240691,srosa@saintangelamericischool.org,https://saintangelamericischool.org/
St. Joseph School,,718-583-9432,1946 Bathgate Avenue,10457,Bronx,1012864,248084,info@saintjosephschoolbronx.org,https://saintjosephschoolbronx.org
Highbridge Advisory Council Early Childhood Center #1,,718-299-3917,1594 Townsend Avenue,10452,Bronx,1008211,246880,DWashington@hacfs.com,https://hacfs.org
Mid Bronx CCRP ECC 4,,347-498-1097,1020 Summit Avenue,10452,Bronx,1003706,243050,ogdendc@midbronx.org,https://midbronx.org
1332 Fulton Ave DCC,,718-378-1330,1332 Fulton Avenue,10456,Bronx,1011201,242786,fulton1332jayem@outlook.com,1332fultondcc.com
Highbridge Advisory Council Early Childhood Center #3,,718-293-9196,1399 Ogden Avenue,10452,Bronx,1005135,246172,souting@hacfs.com,www.hacfs.com
Highbridge Advisory Council DCC (Nelson Avenue),,718-681-5216,1181 Nelson Avenue,10452,Bronx,1004754,244325,rduka@hacfs.com,https://hacfs.org
Richard H. Mangum Early Learning Center,,718-590-0673,383 East 162 Street,10451,Bronx,1008089,239884,LGodoy@hacfs.com,www.schools.nyc.gov
Sharon Baptist - Center II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-299-6500,279 East Burnside Avenue,10457,Bronx,1011451,249405,ecollazo70@yahoo.com,https://sharonbaptistheadstart.org
Labor Bathgate Community CCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-583-3850,1638 Anthony Avenue,10457,Bronx,1010601,246201,laborbathgate@yahoo.com,
WHEDco Early Childhood Discovery Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-839-1174,50 East 168 Street,10452,Bronx,1006644,244022,svasconcelos@whedco.org,https://whedco.org
Sharon Baptist - Center I,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-585-5876,507 East 165 Street,10456,Bronx,1009672,240510,afeliciaono237@yahoo.com,https://sharonbaptistheadstart.org
LSSMNY: Early LIFE Children's Center 4,,212-870-1113,200 West Tremont Avenue,10453,Bronx,1007183,249635,chardison@lssny.org,https://http://early-life.org
Mid Bronx Senior Citizen Center,,718-684-4790,100 East Mount Eden Avenue,10452,Bronx,1008365,246524,campbell.stephanie13@yahoo.com,
Aleene Logan Day Care,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-293-1530,1450 Webster Avenue,10456,Bronx,1010244,244483,ajones@claremontcenter.org,
Louis A. Fickling Child Development Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-588-1000,1240 Webster Avenue,10456,Bronx,1009415,242608,ajones@claremontcenter.org,https://claremontcenter.org
HELP II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-583-0174,285 East 171 Street,10457,Bronx,1009073,244994,sphoenix@helpusa.org,
Highbridge Advisory Council Doris East Stone Day Care,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-681-5888,1165 University Avenue,10452,Bronx,1003919,244672,afrancis@hacfs.com,https://hacfs.org
Highbridge Advisory Council Head Start,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-992-1321,880 River Avenue,10452,Bronx,1004909,241051,hacceo1@aol.com,https://hacfamilyservices.org/
Walton (Center #5),<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-2220,1871 Walton Avenue,10453,Bronx,1009205,248531,gmercado@lapen.com,N/A
Promesa Multi-Cultural DCC II,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,347-649-3266,300 East 175 Street,10457,Bronx,1010673,247693,lortega@promesa.org,Acacia Network
BronxWorks,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-508-3054,1130 Grand Concourse,10456,Bronx,1006701,242570,oadegoke@bronxworks.org,https://bronxworks.org
Tremont Monterey Day Care Center II,,718-466-6700,1600 Bathgate Avenue,10457,Bronx,1011650,245000,tmdccsiteii@aol.com,tremontmonterey.gov
Sharon Baptist - Center IV,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-466-1604,1925 Bathgate Avenue,10457,Bronx,1012697,247994,orchidsmjj@aol.com,vendor portal
Seventh Avenue Center for Family Services,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-901-0140,1646 Montgomery Avenue,10453,Bronx,1006412,248497,info@7thavenuecenter.org,
MARC Academy and Family Center,,718-562-3410,55 East 175 Street,10453,Bronx,1010084,250789,ayork@marcafc.org,www.marcafc.org
Mid Bronx CCRP ECC 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-590-7014,1125 Grand Concourse,10452,Bronx,1006307,242701,mvanputten@midbronx.org,https://midbronx.org
Fulton (Center #4),<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-215-2020,1717 Fulton Avenue,10457,Bronx,1012465,245969,erose@lapen.com,
